#
# Results on Tue, 10 Dec 2024 21:23:26 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1733865291983,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1733865293728,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,1,0,instructions2,NULL,PennController,1,_Trial_,Start,1733865293732,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,1,0,instructions2,NULL,PennController,1,_Trial_,End,1733865297839,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,2,0,good-example,NULL,PennController,2,_Trial_,Start,1733865297842,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,2,0,good-example,NULL,PennController,2,_Trial_,End,1733865307024,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,3,0,bad-example,NULL,PennController,3,_Trial_,Start,1733865307026,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,3,0,bad-example,NULL,PennController,3,_Trial_,End,1733865312087,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,4,0,weird-example,NULL,PennController,4,_Trial_,Start,1733865312089,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,4,0,weird-example,NULL,PennController,4,_Trial_,End,1733865317942,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,5,0,lead-in,NULL,PennController,5,_Trial_,Start,1733865317945,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,5,0,lead-in,NULL,PennController,5,_Trial_,End,1733865318976,NULL
# 13. middleterm.
# 14. condition.
# 15. argumentform.
# 16. list.
# 17. premise1.
# 18. premise2.
# 19. conclusion.
# 20. interval.
# 21. nominaltype.
# 22. AC1.
# 23. AC2.
# 24. perDom.
# 25. Abstracttype.
# 26. CMAverage.
# 27. ConcTruth.
# 28. ConcRT.
# 29. RandDig.
# 30. load.
# 31. Comments.
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1733865318978,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,6,0,experimental-trial,NULL,Scale,answer,Choice,<b>No</b>,1733865324594,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,End,1733865325672,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,Start,1733865325676,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,7,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1733865330707,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,End,1733865331485,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1733865331488,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,8,0,experimental-trial,NULL,Scale,answer,Choice,<b>No</b>,1733865337207,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,End,1733865338453,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NULL
1733865806,65ef9a8877f1a871139d7c0985b505f6,PennController,9,0,experimental-trial,NULL,PennController,10,_Trial_,Start,1733865338454,city,Polysemy,Datisi,2,All cities are bureaucracies,Some cities are graffitied ,Some bureaucracies are graffitied,*,city-type,A,C,67.7,inst,0.2857142857,0.375,4022.55,*,control,NULL
