#
# Results on Thu, 29 Aug 2024 21:09:21 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1724965374202,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1724965400790,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,1,0,good-example,NULL,PennController,1,_Trial_,Start,1724965400792,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,1,0,good-example,NULL,PennController,1,_Trial_,End,1724965406373,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,2,0,bad-example,NULL,PennController,2,_Trial_,Start,1724965406374,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,2,0,bad-example,NULL,PennController,2,_Trial_,End,1724965408868,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,3,0,weird-example,NULL,PennController,3,_Trial_,Start,1724965408869,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,3,0,weird-example,NULL,PennController,3,_Trial_,End,1724965417842,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,4,0,lead-in,NULL,PennController,4,_Trial_,Start,1724965417843,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,4,0,lead-in,NULL,PennController,4,_Trial_,End,1724965419085,NULL
# 13. middleterm.
# 14. condition.
# 15. argumentform.
# 16. list.
# 17. premise1.
# 18. premise2.
# 19. conclusion.
# 20. Comments.
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,Start,1724965419087,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,5,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1724965423271,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,End,1724965424049,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1724965424050,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,6,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1724965427304,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,End,1724965427905,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,Start,1724965427906,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,7,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1724965442245,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,End,1724965442895,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NULL
1724965761,7519e9bd865213359cddd25b5ef6c3e1,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1724965442896,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NULL
