#
# Results on Thu, 29 Aug 2024 21:11:54 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1724965363266,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1724965366287,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,1,0,good-example,NULL,PennController,1,_Trial_,Start,1724965366289,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,1,0,good-example,NULL,PennController,1,_Trial_,End,1724965370769,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,2,0,bad-example,NULL,PennController,2,_Trial_,Start,1724965370770,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,2,0,bad-example,NULL,PennController,2,_Trial_,End,1724965374866,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,3,0,weird-example,NULL,PennController,3,_Trial_,Start,1724965374867,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,3,0,weird-example,NULL,PennController,3,_Trial_,End,1724965381402,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,4,0,lead-in,NULL,PennController,4,_Trial_,Start,1724965381403,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,4,0,lead-in,NULL,PennController,4,_Trial_,End,1724965382806,NULL
# 13. middleterm.
# 14. condition.
# 15. argumentform.
# 16. list.
# 17. premise1.
# 18. premise2.
# 19. conclusion.
# 20. Comments.
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,Start,1724965382808,boards,Homonymy,Dimatis,2,Some committees are boards,All boards are rectangles,Some rectangles are committees,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,5,0,experimental-trial,NULL,Scale,answer,Choice,<b>No</b>,1724965395088,boards,Homonymy,Dimatis,2,Some committees are boards,All boards are rectangles,Some rectangles are committees,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,End,1724965396136,boards,Homonymy,Dimatis,2,Some committees are boards,All boards are rectangles,Some rectangles are committees,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1724965396137,clocks,Invalid Filler,Barbara*,2,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,6,0,experimental-trial,NULL,Scale,answer,Choice,<b>No</b>,1724965400920,clocks,Invalid Filler,Barbara*,2,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,End,1724965401800,clocks,Invalid Filler,Barbara*,2,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,Start,1724965401801,whales,Valid Filler,Barbara,2,All whales are mammals ,All orcas are whales ,All orcas are mammals,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,7,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1724965406181,whales,Valid Filler,Barbara,2,All whales are mammals ,All orcas are whales ,All orcas are mammals,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,End,1724965407090,whales,Valid Filler,Barbara,2,All whales are mammals ,All orcas are whales ,All orcas are mammals,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1724965407091,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,8,0,experimental-trial,NULL,Scale,answer,Choice,<b>No</b>,1724965411907,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NULL
1724965914,f3eb80006c35fb8a6ba9d59f0c77fb7f,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,End,1724965412784,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NULL
