#
# Results on Fri, 18 Apr 2025 18:07:10 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1744999258184,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1744999268682,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,1,0,instructions2,NULL,PennController,1,_Trial_,Start,1744999268685,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,1,0,instructions2,NULL,PennController,1,_Trial_,End,1744999290184,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,2,0,good-example,NULL,PennController,2,_Trial_,Start,1744999290187,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,2,0,good-example,NULL,PennController,2,_Trial_,End,1744999313108,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,3,0,bad-example,NULL,PennController,3,_Trial_,Start,1744999313111,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,3,0,bad-example,NULL,PennController,3,_Trial_,End,1744999334413,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,4,0,weird-example,NULL,PennController,4,_Trial_,Start,1744999334416,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,4,0,weird-example,NULL,PennController,4,_Trial_,End,1744999344926,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,5,0,lead-in,NULL,PennController,5,_Trial_,Start,1744999344929,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,5,0,lead-in,NULL,PennController,5,_Trial_,End,1744999346578,NULL
# 13. middleterm.
# 14. condition.
# 15. argumentform.
# 16. list.
# 17. order.
# 18. premise1.
# 19. premise2.
# 20. conclusion.
# 21. Comments.
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1744999346580,suit,Homonymy,Darii,4,1,All suits are dress attire,Some court proceedings are suits,Some court proceedings are dress attire,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,6,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1744999355361,suit,Homonymy,Darii,4,1,All suits are dress attire,Some court proceedings are suits,Some court proceedings are dress attire,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,End,1744999356351,suit,Homonymy,Darii,4,1,All suits are dress attire,Some court proceedings are suits,Some court proceedings are dress attire,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,Start,1744999356354,doughnuts,Valid Filler,Datisi,4,1,All doughnuts are sugary ,Some doughnuts are treats,Some treats are sugary,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,7,0,experimental-trial,NULL,Scale,answer,Choice,<b>No</b>,1744999365488,doughnuts,Valid Filler,Datisi,4,1,All doughnuts are sugary ,Some doughnuts are treats,Some treats are sugary,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,End,1744999366355,doughnuts,Valid Filler,Datisi,4,1,All doughnuts are sugary ,Some doughnuts are treats,Some treats are sugary,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1744999366358,match,Homonymy,Darii,4,1,All matches are combustible,Some pay-per-view broadcasts are matches,Some pay-per-view broadcasts are combustible,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,8,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1744999372745,match,Homonymy,Darii,4,1,All matches are combustible,Some pay-per-view broadcasts are matches,Some pay-per-view broadcasts are combustible,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,End,1744999373673,match,Homonymy,Darii,4,1,All matches are combustible,Some pay-per-view broadcasts are matches,Some pay-per-view broadcasts are combustible,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,9,0,experimental-trial,NULL,PennController,10,_Trial_,Start,1744999373675,antiques,Invalid Filler,Datisi*,4,1,All medieval manuscripts are antiques ,Some antiques are pieces of jewelry,Some pieces of jewelry are medieval manuscripts,NULL
1744999630,462b719a2120692eda45ef9acc3e232c,PennController,9,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1744999379476,antiques,Invalid Filler,Datisi*,4,1,All medieval manuscripts are antiques ,Some antiques are pieces of jewelry,Some pieces of jewelry are medieval manuscripts,NULL
