#
# Results on Mon, 16 Sep 2024 23:03:57 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1726527234908,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1726527278236,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,1,0,instructions2,NULL,PennController,1,_Trial_,Start,1726527278239,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,1,0,instructions2,NULL,PennController,1,_Trial_,End,1726527286383,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,2,0,good-example,NULL,PennController,2,_Trial_,Start,1726527286384,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,2,0,good-example,NULL,PennController,2,_Trial_,End,1726527294336,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,3,0,bad-example,NULL,PennController,3,_Trial_,Start,1726527294337,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,3,0,bad-example,NULL,PennController,3,_Trial_,End,1726527301736,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,4,0,weird-example,NULL,PennController,4,_Trial_,Start,1726527301737,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,4,0,weird-example,NULL,PennController,4,_Trial_,End,1726527333287,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,5,0,lead-in,NULL,PennController,5,_Trial_,Start,1726527333288,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,5,0,lead-in,NULL,PennController,5,_Trial_,End,1726527336052,NULL
# 13. middleterm.
# 14. condition.
# 15. argumentform.
# 16. list.
# 17. premise1.
# 18. premise2.
# 19. conclusion.
# 20. interval.
# 21. Comments.
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1726527336053,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,6,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1726527342564,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,End,1726527343506,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,Start,1726527343507,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,7,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1726527351510,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,End,1726527353243,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1726527353244,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,8,0,experimental-trial,NULL,Scale,answer,Choice,<b>Yes</b>,1726527360800,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,End,1726527361629,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1000,NULL
1726527837,187a142445a11179cb22e7a8e7e72c94,PennController,9,0,experimental-trial,NULL,PennController,10,_Trial_,Start,1726527361630,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,1000,NULL
