#
# Results on Wed, 16 Apr 2025 01:57:51 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1744768276246,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1744768280173,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,1,0,examples,NULL,PennController,1,_Trial_,Start,1744768280175,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,1,0,examples,NULL,PennController,1,_Trial_,End,1744768282094,NULL
# 13. middleterm.
# 14. condition.
# 15. argumentform.
# 16. list.
# 17. order.
# 18. premise1.
# 19. premise2.
# 20. conclusion.
# 21. Comments.
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,2,0,experimental-trial,NULL,PennController,3,_Trial_,Start,1744768282094,novel,Polysemy,Disamis,2,2,Some novels weigh over a pound,All novels are stories,Some stories weigh over a pound,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,2,0,experimental-trial,NULL,Scale,answer-P1,Choice,<b>False</b>,1744768289588,novel,Polysemy,Disamis,2,2,Some novels weigh over a pound,All novels are stories,Some stories weigh over a pound,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,2,0,experimental-trial,NULL,Scale,answer-P2,Choice,<b>True</b>,1744768297300,novel,Polysemy,Disamis,2,2,Some novels weigh over a pound,All novels are stories,Some stories weigh over a pound,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,2,0,experimental-trial,NULL,PennController,3,_Trial_,End,1744768298303,novel,Polysemy,Disamis,2,2,Some novels weigh over a pound,All novels are stories,Some stories weigh over a pound,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,3,0,experimental-trial,NULL,PennController,4,_Trial_,Start,1744768298304,thieves,Invalid Filler,Datisi*,2,2,All mob bosses are thieves,Some thieves are children,Some children are mob bosses,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,3,0,experimental-trial,NULL,Scale,answer-P1,Choice,<b>False</b>,1744768301339,thieves,Invalid Filler,Datisi*,2,2,All mob bosses are thieves,Some thieves are children,Some children are mob bosses,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,3,0,experimental-trial,NULL,Scale,answer-P2,Choice,<b>False</b>,1744768318501,thieves,Invalid Filler,Datisi*,2,2,All mob bosses are thieves,Some thieves are children,Some children are mob bosses,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,3,0,experimental-trial,NULL,PennController,4,_Trial_,End,1744768319580,thieves,Invalid Filler,Datisi*,2,2,All mob bosses are thieves,Some thieves are children,Some children are mob bosses,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,4,0,experimental-trial,NULL,PennController,5,_Trial_,Start,1744768319582,steaks,Invalid Filler,Dimatis*,2,2,Some delicious entrées are steaks,All rotten ribeyes are steaks,Some rotten ribeyes are delicious entrées,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,4,0,experimental-trial,NULL,Scale,answer-P1,Choice,<b>True</b>,1744768323223,steaks,Invalid Filler,Dimatis*,2,2,Some delicious entrées are steaks,All rotten ribeyes are steaks,Some rotten ribeyes are delicious entrées,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,4,0,experimental-trial,NULL,Scale,answer-P2,Choice,<b>False</b>,1744768325435,steaks,Invalid Filler,Dimatis*,2,2,Some delicious entrées are steaks,All rotten ribeyes are steaks,Some rotten ribeyes are delicious entrées,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,4,0,experimental-trial,NULL,PennController,5,_Trial_,End,1744768326121,steaks,Invalid Filler,Dimatis*,2,2,Some delicious entrées are steaks,All rotten ribeyes are steaks,Some rotten ribeyes are delicious entrées,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,Start,1744768326122,dances,Invalid Filler,Disamis*,2,2,Some dances are mating rituals ,All ballets are dances,Some ballets are mating rituals ,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,5,0,experimental-trial,NULL,Scale,answer-P1,Choice,<b>True</b>,1744768327140,dances,Invalid Filler,Disamis*,2,2,Some dances are mating rituals ,All ballets are dances,Some ballets are mating rituals ,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,5,0,experimental-trial,NULL,Scale,answer-P2,Choice,<b>False</b>,1744768330493,dances,Invalid Filler,Disamis*,2,2,Some dances are mating rituals ,All ballets are dances,Some ballets are mating rituals ,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,End,1744768331610,dances,Invalid Filler,Disamis*,2,2,Some dances are mating rituals ,All ballets are dances,Some ballets are mating rituals ,NULL
1744768671,7aaf37d2ecc3a933f4431b868d03539a,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1744768331611,ring,Homonymy,Disamis,2,2,Some rings are made of gold,All rings are sounds,Some sounds are made of gold,NULL
