#
# Results on Mon, 03 Mar 2025 20:54:53 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,0,0,instructions,NULL,PennController,0,_Trial_,Start,1741035127227,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,0,0,instructions,NULL,PennController,0,_Trial_,End,1741035129120,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,1,0,examples,NULL,PennController,1,_Trial_,Start,1741035129123,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,1,0,examples,NULL,PennController,1,_Trial_,End,1741035136099,NULL
# 13. Statement.
# 14. PremNumber.
# 15. condition.
# 16. Comments.
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,2,0,experimental-trial,NULL,PennController,3,_Trial_,Start,1741035136100,All mugs are cups ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,2,0,experimental-trial,NULL,Scale,answer,Choice,<b>True</b>,1741035138083,All mugs are cups ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,2,0,experimental-trial,NULL,PennController,3,_Trial_,End,1741035139405,All mugs are cups ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,3,0,experimental-trial,NULL,PennController,4,_Trial_,Start,1741035139406,Some grapes are red ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,3,0,experimental-trial,NULL,Scale,answer,Choice,<b>True</b>,1741035140946,Some grapes are red ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,3,0,experimental-trial,NULL,PennController,4,_Trial_,End,1741035141507,Some grapes are red ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,4,0,experimental-trial,NULL,PennController,5,_Trial_,Start,1741035141508,All doughnuts are sugary ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,4,0,experimental-trial,NULL,Scale,answer,Choice,<b>True</b>,1741035142446,All doughnuts are sugary ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,4,0,experimental-trial,NULL,PennController,5,_Trial_,End,1741035142821,All doughnuts are sugary ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,Start,1741035142822,All clowns can juggle ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,5,0,experimental-trial,NULL,Scale,answer,Choice,<b>False</b>,1741035145092,All clowns can juggle ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,End,1741035145591,All clowns can juggle ,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,Start,1741035145593,All rock has guitars,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,6,0,experimental-trial,NULL,Scale,answer,Choice,<b>False</b>,1741035146826,All rock has guitars,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,6,0,experimental-trial,NULL,PennController,7,_Trial_,End,1741035147716,All rock has guitars,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,Start,1741035147718,All pebbles are stones,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,7,0,experimental-trial,NULL,Scale,answer,Choice,<b>True</b>,1741035149558,All pebbles are stones,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,7,0,experimental-trial,NULL,PennController,8,_Trial_,End,1741035150096,All pebbles are stones,P1,pseudorandom,NULL
1741035293,5d33c4cd968aea79a7721c8dc44b9975,PennController,8,0,experimental-trial,NULL,PennController,9,_Trial_,Start,1741035150097,All cabinets are political appointments,P1,pseudorandom,NULL
